"Oplati","Oplati"
"Repeat payment","Repeat payment"
"Cancel payment","Cancel payment"
"STATUS_0", "Payment is awaiting confirmation."
"STATUS_1", "Payment completed."
"STATUS_2", "Payment refused."
"STATUS_3", "Insufficient funds."
"STATUS_4", "Time for making a payment has expired."
"STATUS_5", "Technical cancellation."
